date,open,high,low,close,volume,oi,coinbase_premium_index
2024-08-25,64116.6,65175.4,63731.3,64190.2,115546.888,35.85,0.06070806
2024-08-26,64190.1,64455.8,62750.2,62807.6,195977.222,36.11,0.02829467
2024-08-27,62807.7,63196.0,57928.2,59384.5,339269.805,34.83,0.00259877
2024-08-28,59384.4,60197.8,57820.0,59010.0,313788.567,32.36,0.01074651
2024-08-29,59010.0,61144.9,58655.0,59323.2,233896.685,31.64,0.02683857
2024-08-30,59323.3,59914.9,57525.0,59096.3,268276.469,31.86,-0.01303966
2024-08-31,59096.4,59436.0,58700.0,58941.9,68866.674,31.42,-0.02368092
2024-09-01,58941.9,59052.7,57123.0,57268.1,222909.914,31.28,-0.01030036
2024-09-02,57268.1,59412.3,57093.0,59112.1,201218.384,30.55,0.00903123
2024-09-03,59112.2,59790.0,57320.0,57451.9,230196.497,31.55,0.0153397
2024-09-04,57452.0,58500.0,55555.0,57944.8,326983.311,31.24,-0.0262688
2024-09-05,57944.8,58318.9,55600.0,56145.7,294703.592,31.08,0.00243113
2024-09-06,56145.7,57000.0,52510.8,53927.7,479063.113,30.23,-0.04407105
2024-09-07,53927.7,54820.2,53725.0,54134.9,127686.594,29.48,-0.02409393
2024-09-08,54134.9,55300.0,53596.5,54839.6,162078.536,29.45,3.694e-05
2024-09-09,54839.6,58153.2,54557.0,57010.0,313094.361,29.87,0.01179035
2024-09-10,57010.1,58033.2,56361.0,57609.1,228317.676,31.32,0.0101962
2024-09-11,57609.2,57954.4,55515.2,57306.0,338231.445,31.63,-0.00189103
2024-09-12,57305.6,58606.6,57283.1,58097.0,261449.688,31.46,0.00439038
2024-09-13,58097.1,60597.0,57594.0,60456.2,277429.492,31.73,-0.00256759
2024-09-14,60456.2,60572.9,59360.1,59964.0,102580.577,33.45,0.05419239
2024-09-15,59963.9,60369.4,58654.0,59100.5,130524.206,33.35,0.0340686
2024-09-16,59100.5,59182.2,57446.3,58187.0,250699.432,32.43,-0.00886368
2024-09-17,58187.0,61345.0,57588.8,60281.0,318442.066,32.32,-8.676e-05
2024-09-18,60281.0,61765.0,59138.0,61735.3,355729.312,33.11,-3.32e-05
2024-09-19,61735.3,63830.1,61534.0,62926.9,302382.412,34.53,0.03165879
2024-09-20,62926.9,64126.7,62320.0,63175.7,257172.835,36.11,0.01706599
2024-09-21,63175.8,63546.9,62714.2,63320.6,78248.362,36.25,0.00180454
2024-09-22,63320.6,64000.0,62339.0,63558.4,149129.884,36.05,0.01912039
2024-09-23,63558.5,64724.8,62534.4,63302.0,234343.564,35.9,-0.01182801
2024-09-24,63302.1,64666.0,62688.2,64243.1,236987.628,36.31,-0.00953804
2024-09-25,64243.2,64800.0,62910.0,63118.4,184950.772,36.95,0.01235051
2024-09-26,63118.3,65800.0,62634.4,65139.2,321186.356,35.99,-0.02634003
2024-09-27,65139.1,66450.0,64788.0,65749.6,226404.021,36.99,0.02999602
2024-09-28,65749.5,66237.0,65368.1,65822.6,92773.553,37.07,0.01930224
2024-09-29,65822.7,66059.3,65400.0,65568.1,88131.799,36.71,-0.00270982
2024-09-30,65568.2,65588.8,62825.0,63309.1,296848.373,36.68,0.0127093
2024-10-01,63309.0,64092.6,60128.2,60776.8,429817.835,35.98,-0.06314929
2024-10-02,60776.7,62355.0,59934.9,60622.6,327001.805,33.97,-0.03746339
2024-10-03,60622.7,61452.6,59815.0,60727.2,286137.212,33.11,-0.01774119
2024-10-04,60727.1,62457.1,60434.1,62054.4,234795.836,33.51,-0.00983406
2024-10-05,62054.3,62344.0,61648.0,62023.1,74330.781,34.1,-0.00223581
2024-10-06,62023.1,62961.5,61778.9,62789.3,96413.453,33.7,-0.00281008
2024-10-07,62789.2,64448.2,62091.8,62190.7,298949.375,34.82,-0.0082132
2024-10-08,62190.6,63178.7,61836.0,62131.7,226276.359,34.31,-0.03360351
2024-10-09,62131.8,62520.9,60251.9,60606.4,217302.173,34.6,-0.05898253
2024-10-10,60606.3,61297.0,58900.0,60293.2,262947.653,34.37,-0.10443828
2024-10-11,60293.3,63400.0,60057.8,62509.0,263691.142,34.28,-0.08972654
2024-10-12,62509.0,63462.6,62458.0,63176.0,102784.406,35.94,-0.03321133
2024-10-13,63176.0,63260.0,62020.0,62839.8,129696.156,36.52,-0.04062337
2024-10-14,62839.7,66533.0,62420.0,66064.9,338251.601,36.12,-0.04697683
2024-10-15,66064.9,67953.7,64771.7,67044.1,422005.511,38.8,-0.02487487
2024-10-16,67044.0,68400.0,66724.2,67592.0,254153.501,39.09,-0.00397763
2024-10-17,67592.0,67925.9,66600.0,67401.5,220272.837,40.84,-0.02448679
2024-10-18,67401.5,69000.0,67165.0,68407.8,245301.761,40.42,-0.0373283
2024-10-19,68407.8,68684.9,68000.0,68357.1,68632.108,42.02,-0.01884854
2024-10-20,68357.1,69425.8,68069.8,69020.1,105939.492,41.2,-0.02048915
2024-10-21,69020.2,69566.0,66865.9,67368.8,253437.333,41.96,-0.03444187
2024-10-22,67368.7,67825.0,66536.5,67406.4,218518.977,41.44,-0.0551901
2024-10-23,67406.5,67449.0,65222.3,66647.2,248215.058,41.17,-0.08198975
2024-10-24,66647.3,68842.5,66482.0,68173.8,212340.722,40.55,-0.10847964
2024-10-25,68173.8,68748.0,65557.2,66662.8,348511.871,41.11,-0.06037717
2024-10-26,66662.7,67450.0,66414.1,67071.8,94169.992,39.2,-0.15051846
2024-10-27,67071.9,68306.1,66909.4,67992.6,88468.808,38.86,-0.13197075
2024-10-28,67992.7,70331.0,67584.2,69940.0,263763.705,40.03,-0.13888907
2024-10-29,69939.9,73660.0,69733.0,72739.5,382502.06,42.83,-0.07469889
2024-10-30,72739.5,72984.9,71444.2,72349.0,227108.808,45.5,-0.02141375
2024-10-31,72349.0,72720.3,69705.0,70321.9,256485.328,45.24,-0.03047142
2024-11-01,70321.9,71650.0,68822.5,69495.5,352591.088,44.03,-0.16004565
2024-11-02,69495.4,69913.1,69022.8,69366.6,79314.105,42.11,-0.02595241
2024-11-03,69366.6,69393.7,67446.6,68762.5,226477.376,41,-0.03241769
2024-11-04,68762.5,69495.3,66810.0,67834.3,244912.166,41.51,-0.05224706
2024-11-05,67834.4,70537.4,67454.2,69353.1,273070.87,40.97,-0.07379097
2024-11-06,69353.1,76420.0,69272.7,75579.9,677440.286,41.61,0.06008773
2024-11-07,75579.9,76900.0,74450.0,75859.4,280675.033,47.26,0.07148063
2024-11-08,75859.4,77182.9,75576.3,76482.2,230370.324,48.3,0.09551972
2024-11-09,76482.2,76920.0,75683.2,76675.1,117754.034,48.64,0.07312574
2024-11-10,76675.1,81699.8,76501.1,80410.0,417426.899,47.84,0.04683679
2024-11-11,80409.9,89800.0,80261.2,88728.9,614141.662,50.48,0.07241252
2024-11-12,88729.0,90070.1,85159.9,87972.0,639481.584,54.83,0.12901983
2024-11-13,87972.0,93421.1,86180.0,90413.3,555288.297,55.15,0.13464334
2024-11-14,90413.3,91846.1,86714.0,87382.7,364621.68,56.6,0.10281346
2024-11-15,87382.6,91921.5,87111.0,91074.6,314431.908,56.01,0.03748708
2024-11-16,91074.6,91849.8,90120.0,90643.3,129023.447,57.13,0.06863736
2024-11-17,90643.2,91539.6,88736.1,89899.9,167504.792,56.36,0.04602017
2024-11-18,89900.0,92700.0,89422.1,90507.4,333557.11,56.57,0.02909718
2024-11-19,90507.4,93985.9,90405.6,92335.9,303532.031,58.07,0.04462729
2024-11-20,92335.9,94849.0,91500.0,94288.0,290044.227,59.81,0.13534803
2024-11-21,94288.0,99100.0,94008.7,98366.8,418383.136,62.76,0.11172045
2024-11-22,98366.8,99660.0,97199.9,98921.4,265774.067,66.36,0.12766925
2024-11-23,98921.5,98937.3,97173.5,97725.5,120358.422,65.92,0.13969702
2024-11-24,97725.6,98666.0,95822.1,97960.4,173118.84,64.83,0.11262312
2024-11-25,97960.5,98999.0,92666.0,93064.0,329375.021,64.87,0.11842691
2024-11-26,93064.0,95064.0,90866.4,92021.4,344929.233,63.74,-0.01917164
2024-11-27,92021.5,97250.0,91864.0,95905.2,237005.987,60.96,-0.04443147
2024-11-28,95905.2,96627.6,94700.1,95694.4,154007.026,62.96,0.10836646
2024-11-29,95694.4,98713.3,95404.5,97516.3,190520.949,62.47,0.02271775
2024-11-30,97516.2,97522.1,96150.0,96475.1,93074.218,63.77,0.03428964
2024-12-01,96475.2,97933.0,95736.5,97265.1,113222.99,61.4,0.04983361
2024-12-02,97265.0,98266.0,94400.0,95890.5,257613.911,62.11,0.07240595
2024-12-03,95890.6,96375.0,93605.0,95913.3,206601.98,61.7,0.01100162
2024-12-04,95913.3,99099.9,94650.8,98669.8,275949.205,59.96,0.07313067
2024-12-05,98669.8,104630.4,90200.0,97001.5,580277.391,63.17,0.17715877
2024-12-06,97001.6,101988.8,96429.5,99802.5,282369.608,62.13,0.06629286
2024-12-07,99802.5,100499.0,98876.9,99899.2,95858.658,62.92,0.14633196
2024-12-08,99899.2,101457.9,98709.4,101200.0,109755.676,62.83,0.08209775
2024-12-09,101200.1,101300.0,94039.7,97349.1,326973.59,63.57,0.05129627
2024-12-10,97349.1,98320.6,94265.5,96602.4,291490.744,61.84,0.03021419
2024-12-11,96602.3,101880.0,95650.0,101115.3,221807.705,60.39,0.05961876
2024-12-12,101115.3,102538.4,99280.2,99982.4,215219.075,63.53,0.08858571
2024-12-13,99982.3,101869.5,99149.6,101371.9,152437.318,65.27,0.02538887
2024-12-14,101371.9,102638.0,100559.8,101381.0,107680.549,65.7,-0.00469886
2024-12-15,101381.0,105374.6,101200.1,104460.4,157733.916,66.1,-0.01653155
2024-12-16,104460.5,107777.0,103264.6,106023.2,274395.756,69.75,-0.05904503
2024-12-17,106023.2,108366.8,105252.0,106074.6,197773.912,70.76,0.0319867
2024-12-18,106074.6,106484.6,99951.1,100181.1,328581.935,71.85,0.00649394
2024-12-19,100181.2,102756.7,95681.2,97434.4,372968.463,70.29,-0.08602499
2024-12-20,97434.3,98243.0,92272.6,97764.4,396188.795,67.95,-0.10249031
2024-12-21,97764.5,99485.0,96375.0,97261.8,161258.48,65.91,-0.04353721
2024-12-22,97261.7,97437.9,94200.0,95153.5,148114.735,64.08,-0.07323167
2024-12-23,95153.4,96499.0,92464.4,94861.1,247211.855,63.93,-0.08772038
2024-12-24,94861.0,99450.0,93525.6,98627.2,211610.632,65.46,-0.13502877
2024-12-25,98626.9,99580.7,97570.0,99379.7,124696.892,66.27,-0.05430894
2024-12-26,99379.6,99950.0,95153.0,95751.0,194857.651,66.13,-0.06826307
2024-12-27,95750.9,97564.5,93440.0,94258.9,206008.243,66.28,-0.13228309
2024-12-28,94258.9,95700.0,94100.0,95259.1,67991.349,64.46,-0.1424807
2024-12-29,95259.1,95300.0,92961.8,93700.0,95047.934,63.94,-0.16944042
2024-12-30,93699.9,95031.6,91510.0,92759.3,222343.593,63.66,-0.2054305
2024-12-31,92759.3,96254.3,92000.0,93548.9,178648.116,64.32,-0.17316387
2025-01-01,93548.8,95161.2,92796.5,94580.9,91236.66,61.89,-0.20351449
2025-01-02,94580.9,97822.4,94357.4,96967.5,181645.495,62.76,
2025-01-03,96967.6,98949.0,96061.5,98145.7,125220.674,64.28,
2025-01-04,98145.7,98760.9,97438.2,98173.2,71914.634,63.69,
2025-01-05,98173.2,98852.6,97227.0,98340.2,74949.289,62.19,
2025-01-06,98340.2,102444.0,97872.6,102180.4,207493.329,62.22,
2025-01-07,102180.5,102762.1,96153.0,96920.3,258711.309,66.37,
2025-01-08,96920.2,97242.2,92500.0,95014.1,262012.113,63.25,
2025-01-09,95014.0,95358.7,91055.8,92505.9,257760.902,61.6,
2025-01-10,92506.0,95882.5,92173.6,94675.5,261942.954,59.61,
2025-01-11,94675.6,94988.0,93802.1,94562.5,64661.763,60.95,
2025-01-12,94562.4,95444.0,93661.1,94499.9,77298.133,59.75,
2025-01-13,94499.9,95934.5,88909.0,94485.3,361150.49,60.12,
2025-01-14,94485.4,97353.9,94305.4,96514.9,212859.661,59.98,
2025-01-15,96514.9,100658.9,96450.2,100460.0,222417.566,61.02,
2025-01-16,100460.0,100850.0,97293.6,99937.4,216802.52,64.03,
2025-01-17,99937.4,105784.0,99902.0,104042.5,249449.969,63.74,
2025-01-18,104042.6,104962.1,102242.8,104524.3,167940.092,68.16,
2025-01-19,104524.3,106450.0,99600.0,101311.5,280949.178,67.64,
2025-01-20,101311.5,110000.0,99501.0,102247.6,530508.18,66.15,
2025-01-21,102247.7,107241.6,100097.2,106114.5,273296.828,66.87,
2025-01-22,106115.4,106390.0,103211.6,103664.9,151243.528,69.57,
2025-01-23,103664.9,106840.2,101211.0,103864.1,418154.019,67.59,
2025-01-24,103864.0,107076.5,102680.0,104808.1,165746.95,67.63,
2025-01-25,104808.0,105274.7,104040.6,104702.0,65630.163,67.22,
2025-01-26,104702.0,105496.9,102450.3,102560.1,75787.087,65.63,
2025-01-27,102560.0,103216.5,97680.0,102021.3,325689.874,65.11,
2025-01-28,102021.3,103797.0,100235.0,101279.6,169917.261,66.19,
2025-01-29,101279.7,104755.0,101269.7,103698.2,169989.952,62.98,
2025-01-30,103698.1,106450.0,103224.5,104676.9,136967.4,64.53,
2025-01-31,104676.9,106000.0,101509.0,102379.7,172237.817,65.21,
2025-02-01,102379.8,102734.9,100215.0,100603.6,90863.091,65.61,
2025-02-02,100603.6,101426.0,96029.6,97664.5,232934.693,63.75,
2025-02-03,97664.5,102456.0,91130.3,101293.7,455088.034,62.82,
2025-02-04,101293.6,101729.3,96100.0,97709.9,262746.203,62.91,
2025-02-05,97710.0,99124.2,96106.1,96553.2,151379.666,58.82,
2025-02-06,96553.2,99093.0,95613.5,96515.1,161521.013,58.62,
2025-02-07,96515.0,100112.4,95555.0,96454.5,223373.629,58.65,
2025-02-08,96454.5,96850.0,95600.0,96411.9,69050.432,58.44,
2025-02-09,96412.0,97301.7,94650.1,96423.6,101177.286,58.11,
2025-02-10,96423.6,98328.0,95200.1,97379.2,132932.545,58.44,
2025-02-11,97379.2,98482.2,94814.3,95731.4,154832.904,59.62,
2025-02-12,95731.4,98090.9,94003.9,97816.3,202448.079,60.81,
2025-02-13,97816.3,98053.8,95160.1,96560.6,142240.526,61.44,
2025-02-14,96560.6,98792.8,96225.7,97445.1,144452.957,60.78,
2025-02-15,97445.2,97941.2,97170.0,97538.0,47418.593,61.05,
2025-02-16,97538.0,97665.8,96002.0,96067.0,56684.873,60.39,
2025-02-17,96067.0,97000.0,95150.6,95743.2,105576.986,59.96,
2025-02-18,95743.1,96737.3,93321.6,95622.0,179173.362,60.89,
2025-02-19,95622.0,96878.7,95012.5,96598.0,124996.873,62.34,
2025-02-20,96597.9,98662.1,96366.0,98252.9,129180.172,61.42,
2025-02-21,98252.8,99431.5,94830.4,96127.9,250618.273,64.35,
2025-02-22,96128.0,96988.0,95701.9,96503.3,65792.15,,
2025-02-23,96503.3,96602.9,95180.2,96218.4,69298.691,,
2025-02-24,96218.4,96470.0,91300.0,91514.5,217488.75,,
2025-02-25,91514.5,92500.0,86020.4,88639.1,472296.502,,
2025-02-26,88639.1,89367.1,82222.0,84208.5,401141.821,,
2025-02-27,84208.6,87066.0,82667.0,84668.1,269408.53,,
2025-02-28,84668.2,85084.5,78200.2,84299.6,536343.231,,
2025-03-01,84299.6,86516.5,83779.0,86007.7,146996.671,,
2025-03-02,86007.7,94971.0,85015.0,94222.8,364711.538,,
2025-03-03,94222.0,94373.4,85029.0,86192.7,436032.402,,
2025-03-04,86193.3,86773.5,82201.0,83153.5,189463.707,,
